Model,Age,Art,Sport,Book/Films,Science,Travel,Cooking,Politics
Hyundai Kona EV Ultimate,48,1,1,0,0,1,1,1
Mazda CX-5 Touring,30,1,1,1,0,0,0,1
Acura RDX Technology Package,59,1,1,0,0,1,0,1
Buick LaCrosse CXS,23,1,0,0,0,1,0,0
Audi Q7 55 Premium Plus,19,1,0,0,1,1,0,1
Lexus RX 450h RX 450h,51,1,0,1,1,0,0,0
Jaguar F-PACE 30t Prestige,24,0,1,1,1,1,1,1
INFINITI QX50 ESSENTIAL,53,1,0,1,1,0,0,0
BMW 740 i xDrive,36,1,0,0,1,1,1,0
Kia Seltos SX,28,1,1,1,0,1,0,0
Lexus RX 350 350 PACKAGE!,26,1,1,0,1,0,1,0
Jeep Wrangler JK Sport,21,0,0,0,1,0,1,1
Kia Sportage Nightfall,58,1,1,0,1,1,1,0
Chevrolet Equinox LTZ,59,0,1,0,1,1,0,1
Subaru Impreza Premium,51,0,1,0,0,0,0,1
Audi Q7 45 Premium Plus,20,0,1,0,1,1,0,1
Toyota Avalon XSE,38,0,1,0,1,0,1,0
Kia Telluride LX,59,0,0,1,1,0,0,0
BMW X3 xDrive28i,37,0,0,1,1,0,1,1
Buick Envision Essence,51,0,1,0,1,1,1,1
Volvo XC60 T5 Momentum,25,1,0,0,1,1,0,1
Audi Q8 3.0T Prestige,24,1,0,0,0,0,0,1
Land Rover Range Rover Sport Autobiography,28,0,0,0,0,0,1,1
Toyota Tundra Grade,52,0,1,1,1,1,0,0
Lexus ES 350 ES 350,33,0,0,0,0,0,1,0
Cadillac XT4 Premium Luxury,32,1,1,0,0,1,0,0
Mercedes-Benz AMG GLC 63 S 4MATIC,47,0,0,0,0,0,1,1
Audi Q7 45 Premium,18,0,1,0,0,1,1,1
Mazda Mazda6 i Grand Touring,43,0,1,0,0,1,0,1
Genesis GV70 2.5T,21,0,1,0,1,1,0,1
Volvo S60 T6 R-Design,25,1,1,0,1,1,0,1
Volvo S60 T5 Premier,41,1,0,0,1,1,1,0
Toyota 4Runner TRD Off Road,59,1,1,0,0,0,1,1
Mercedes-Benz GLA 250 4MATIC,38,0,1,1,0,0,0,0
Subaru Legacy 2.5i Sport,46,0,1,1,1,0,1,0
Land Rover Range Rover 5.0L V8 Supercharged,33,0,1,0,0,1,1,0
Nissan Maxima 3.5 Platinum,43,1,0,0,0,0,1,1
GMC Sierra 1500 SLT,48,0,0,1,0,1,1,0
Chevrolet Silverado 1500 LS,58,0,1,0,1,1,1,1
BMW M2 Base,53,0,1,0,1,1,1,0
Honda Pilot Elite,23,1,0,0,1,1,1,1
Volkswagen Taos 1.5T SE,22,0,1,0,0,0,0,1
INFINITI QX30 Premium,50,1,0,0,1,0,1,0
Toyota Highlander LE,47,0,0,0,0,0,0,0
Porsche Cayenne AWD,30,0,0,0,1,1,0,0
Chevrolet Silverado 1500 LTZ,41,1,1,1,0,0,0,1
Toyota Corolla S,19,1,0,0,0,1,1,0
Tesla Model X Long Range,52,1,0,1,0,0,1,0
INFINITI G37 x,55,1,0,0,0,1,1,0
Cadillac CT6 3.6L Premium Luxury,59,1,1,1,0,0,1,0
Mercedes-Benz CLA 250,54,1,1,1,1,0,0,1
Mercedes-Benz GLE-Class GLE 350,54,0,0,1,0,0,0,0
BMW M850 i xDrive,57,1,0,0,1,1,1,0
Porsche 911 Carrera 4S,50,1,0,0,0,1,1,1
Lincoln Continental Select,48,1,0,0,1,0,0,0
Subaru Ascent Premium 7-Passenger,48,1,0,1,1,0,0,1
BMW M240 i,32,0,1,0,0,1,0,0
Cadillac Escalade Sport,31,1,0,1,0,1,0,0
Lincoln MKC Standard,38,1,1,0,1,0,1,0
Audi A5 40 Premium,22,0,0,1,0,1,0,0
BMW X1 xDrive 28i,26,0,1,1,0,1,0,1
GMC Sierra 2500 Denali,45,1,1,0,0,0,1,1
Land Rover Range Rover Sport Supercharged HSE,18,1,1,1,0,0,1,0
INFINITI QX50 Base,31,0,1,0,0,1,1,0
Tesla Model X 100D,24,1,0,0,0,0,0,1
Lincoln Navigator Reserve,45,1,1,0,1,0,1,1
Mercedes-Benz AMG GLE AMG GLE 63 S-Model 4MATIC,32,0,0,1,0,1,0,0
Ford Ranger XLT,23,0,0,1,0,1,0,0
Cadillac Escalade ESV Premium Luxury,59,1,1,0,1,1,0,0
Toyota Tundra Platinum,26,0,0,1,1,1,1,1
Hyundai Sonata GLS,30,0,0,1,0,0,1,0
Ford Fusion Titanium,49,0,0,0,0,0,1,1
Chevrolet Tahoe LT,23,0,1,1,1,0,0,1
Ford F-150 King Ranch,23,1,1,1,0,1,0,1
Audi A5 2.0T Premium Plus,53,0,1,0,0,0,0,1
INFINITI Q50 3.0t SENSORY,28,1,1,1,1,1,0,0
Audi Q7 3.0T Premium,27,0,1,1,0,1,0,1
Tesla Model 3 Mid Range,42,0,1,1,0,1,0,1
Audi Q7 3.0T Prestige,59,1,0,1,0,0,1,1
Volkswagen Atlas 3.6 V6 SE w/ Technology,19,1,0,1,0,0,0,0
Land Rover Range Rover Evoque S,22,0,1,0,1,0,0,1
GMC Yukon XL Denali,35,1,1,1,0,0,0,0
Alfa Romeo Giulia Ti,33,1,0,0,0,0,1,0
GMC Yukon Denali,28,1,1,1,0,0,1,1
Acura RDX AcuraWatch Plus Package,22,0,0,1,1,0,0,1
Ford Escape Titanium Hybrid,30,1,1,0,1,1,0,0
Hyundai Palisade SEL,21,0,0,1,1,0,1,1
Buick LaCrosse Premium 1,35,0,0,1,0,0,0,1
Chevrolet Camaro 2SS,60,0,0,1,0,0,1,0
Mazda Tribute i,53,1,0,1,1,0,1,0
Toyota Highlander Limited,35,0,0,1,1,1,1,0
Jaguar XE 35t First Edition,20,1,0,0,0,1,1,1
Land Rover Range Rover 3.0L Turbocharged Diesel Td6,33,1,0,1,0,0,0,1
Honda Civic SE,24,1,1,0,0,0,0,0
BMW X2 M35i,37,0,0,1,0,1,0,0
Acura TLX V6 w/Technology Package,47,1,1,0,0,0,0,1
Subaru Forester Sport,19,0,0,1,1,0,1,1
Toyota Highlander Hybrid LE,34,1,0,1,0,0,1,1
Porsche Taycan Turbo S,50,1,0,0,0,0,1,1
BMW X1 sDrive28i,21,1,1,0,0,0,1,0
Mercedes-Benz GLS 550 Base 4MATIC,18,1,0,0,0,1,0,0
INFINITI Q50 3.0t LUXE,46,1,0,0,1,1,1,0
BMW 320 320i xDrive,50,0,1,1,1,0,1,0
Mercedes-Benz GLK-Class GLK 350,18,0,1,1,1,0,0,0
Acura ILX w/Premium Pkg,30,0,0,1,0,1,1,0
Audi A3 2.0T Prestige,31,0,1,0,1,0,1,1
Subaru Outback Limited XT,59,0,0,1,1,1,0,0
Lincoln Aviator Standard RWD,20,0,0,0,1,0,0,0
Scion tC,30,0,0,1,1,1,0,0
Porsche 911 Carrera 4,22,0,0,0,1,1,0,1
Volkswagen Jetta 1.8T SE,21,0,1,0,1,0,1,1
Maserati Ghibli S Q4,33,1,1,1,0,1,0,0
Lexus ES 350 Premium,60,1,1,0,0,1,1,1
Nissan Armada SL,22,0,1,0,0,1,1,1
Jeep Renegade Altitude,50,0,1,0,1,1,0,0
Honda Odyssey Touring,39,1,1,0,0,0,0,0
Volvo S60 T6 Inscription,22,0,0,0,1,0,1,0
Cadillac XT5 Sport,47,1,1,0,0,1,0,1
Kia Sportage EX,28,0,0,1,0,0,0,0
Land Rover Range Rover Sport 5.0L Supercharged SVR,36,0,0,0,0,0,1,0
Subaru Crosstrek Sport,40,0,0,0,0,0,1,1
Cadillac XT5 Luxury AWD,50,1,1,0,1,1,1,0
BMW X3 xDrive35i,37,0,0,1,1,0,0,1
Buick Enclave Leather,18,0,1,0,1,0,0,1
Audi SQ5 Premium Plus,34,1,0,1,1,0,0,0
Lexus GX 460 Luxury,43,0,0,1,0,0,0,0
BMW X2 xDrive28i,55,0,0,0,1,1,1,0
Audi Q8 3.0T Premium Plus,28,1,0,0,1,1,1,0
Ford Edge ST,47,1,0,0,1,0,1,0
Chevrolet Cruze LS,31,0,0,0,0,1,1,1
Chevrolet Blazer Premier,58,1,0,1,1,0,0,0
BMW X2 sDrive28i,26,1,1,0,0,1,0,0
Chevrolet Silverado 1500 LD LT,29,1,1,1,1,1,1,1
Lexus RC 350 350,60,1,1,0,1,0,0,0
Volkswagen Arteon 2.0T SE R-Line,47,1,1,0,0,0,0,1
Chevrolet Trailblazer LT,37,1,0,0,1,0,1,0
Volvo S60 T5,57,1,1,0,0,1,0,1
Audi A4 2.0T Premium,18,0,0,0,0,1,0,1
BMW 320 i xDrive,22,0,1,1,0,0,0,0
Lexus NX 300,23,0,0,1,0,0,0,1
Toyota Supra 3.0 Premium,51,1,1,1,0,1,1,1
Toyota Tundra 1794,39,1,0,0,1,1,0,0
Acura MDX SH-AWD 7-Passenger,31,0,0,1,0,0,1,1
INFINITI Q50 3.0T Premium,22,1,1,1,0,0,1,0
Mercedes-Benz S-Class S430,29,0,1,1,0,1,1,1
Toyota Prius Four,58,0,0,1,1,1,1,0
Acura TL Technology,39,1,1,1,1,0,1,0
Mazda CX-9 Grand Touring,19,1,0,1,1,1,1,0
Volkswagen Jetta 2.0L S w/Technology,33,0,1,0,1,0,1,1
Honda Civic EX-T,39,1,0,1,0,1,1,0
Volkswagen Tiguan 2.0T SE R-Line Black,20,1,1,0,1,1,1,0
Lexus RX 350 F Sport,45,1,1,0,1,1,0,0
Honda Civic LX,35,0,0,0,0,1,1,0
Mercedes-Benz E-Class E 300 4MATIC Sport,37,0,0,1,0,0,0,0
Mercedes-Benz AMG E 53 Base 4MATIC,46,0,1,1,0,1,1,0
Lexus RX 350L Base,53,0,0,0,0,0,0,1
Land Rover Range Rover P525 HSE Westminster,53,0,0,0,1,0,1,0
Acura TLX Technology,20,0,1,0,1,1,0,1
Ford Explorer Platinum,52,1,0,1,1,1,1,0
Audi S4 3.0T Prestige,38,1,1,0,1,0,0,0
Volvo XC90 T6 Inscription 6 Passenger,54,0,1,1,0,0,1,1
Ford EcoSport SE,45,1,0,0,0,0,1,1
Mazda Mazda3 s Sport,33,0,1,1,1,1,1,0
BMW M340 i xDrive,38,0,1,1,1,0,0,1
Mercedes-Benz E-Class E 300 4MATIC,53,1,0,0,1,0,0,0
Mercedes-Benz E-Class E 300 Luxury,41,0,1,0,1,1,0,1
Volvo XC60 T6 Momentum,50,0,0,0,1,0,1,1
Subaru Forester Limited,57,0,1,0,1,0,1,0
Ford Escape SE,44,1,0,0,1,1,0,0
BMW X7 xDrive50i,32,0,1,0,1,1,0,0
Jaguar E-PACE P250 SE,39,1,0,1,0,1,1,0
Toyota Avalon Hybrid Limited,41,0,0,0,1,1,1,0
Ford Explorer sport,40,0,1,0,0,1,1,1
Mercedes-Benz E-Class E 450,51,1,1,0,0,1,1,0
Hyundai Santa Fe SE 2.4,55,0,1,0,1,0,1,1
Lexus IS 250,57,1,0,0,0,0,1,1
Lexus RX 350,29,0,0,0,0,1,0,1
Lincoln Navigator Select,60,1,1,1,1,0,1,0
Toyota Venza XLE,37,0,1,0,1,1,1,1
Alfa Romeo Giulia Base,34,0,1,0,0,1,1,0
Jeep Grand Cherokee Overland,60,0,1,0,1,1,0,0
Honda Accord EX-L 1.5T,36,0,1,0,0,1,1,1
Audi Q5 2.0T Premium,50,1,1,0,0,0,1,0
Jeep Wrangler Sport,54,0,0,0,1,1,0,1
Mercedes-Benz GLB 250 Base 4MATIC,22,1,1,0,1,0,1,1
BMW 428 i,45,1,1,1,0,0,0,0
Mercedes-Benz GLC 350e Base 4MATIC,19,0,1,0,0,1,0,1
Kia Sorento LX,43,0,1,1,1,0,1,1
Tesla Model S 100D,34,0,0,0,1,1,0,1
Cadillac CTS 2.0L Turbo Standard,51,1,0,0,0,0,1,1
Dodge Charger R/T,19,0,0,1,0,0,1,0
Land Rover Range Rover 3.0L V6 Supercharged HSE,54,1,1,0,1,0,1,0
Cadillac ATS 2.0L Turbo Luxury,49,0,1,1,0,1,1,0
Chevrolet Malibu LT,23,0,1,1,0,1,0,1
Acura ILX w/AcuraWatch Plus,37,1,0,1,1,0,0,1
Acura MDX 3.5L,58,1,1,1,1,0,0,0
Toyota 4Runner Limited 4WD,34,1,1,0,0,1,0,0
BMW 328d xDrive,38,0,0,0,0,0,0,1
Tesla Model 3 Performance,37,1,1,1,1,1,0,1
BMW 228 Gran Coupe 228i sDrive Gran Coupe,19,0,0,0,1,1,1,0
Chevrolet Impala Premier,55,0,1,1,0,0,1,0
Subaru Outback Touring,42,1,1,1,0,0,1,0
Toyota Highlander Hybrid Platinum,57,1,0,0,1,1,1,0
GMC Yukon XL 1500 SLE,19,1,0,1,0,1,1,0
Lexus RX 300,26,0,0,0,1,1,0,0
Land Rover Range Rover Sport 3.0L Supercharged HSE,20,0,0,0,1,1,0,0
Honda Accord EX-L 2.0T,26,0,1,0,0,1,1,1
Dodge Journey GT,20,1,1,1,1,0,0,0
Porsche Macan,26,0,1,0,1,0,1,0
Nissan Altima 2.5 SR,29,1,1,1,0,0,0,1
Lexus LS 500 Base,54,0,1,1,0,0,0,0
Subaru BRZ Limited,42,1,0,0,1,1,0,0
Jeep Grand Cherokee Altitude,29,1,1,1,0,0,0,0
Chevrolet Tahoe High Country,35,1,0,0,0,1,0,0
Lexus GX 460,44,0,1,1,1,1,0,1
INFINITI QX80 Base,41,1,0,0,1,1,0,1
Mercedes-Benz GLC 300 4MATIC,44,0,0,1,0,0,0,1
Tesla Model X 90D,29,1,0,1,0,1,0,0
Toyota 4Runner Trail Premium,54,0,0,0,1,1,1,0
Honda Pilot EX,44,1,0,1,0,1,1,0
Jeep Wrangler Unlimited Rubicon 392,50,0,0,1,0,1,1,0
Ford Explorer ST,55,0,1,0,1,0,0,1
Chevrolet Colorado Z71,29,0,1,0,0,0,0,0
Mercedes-Benz GLS 450 Base 4MATIC,59,0,0,0,0,0,1,0
Honda Passport Touring,54,0,0,1,1,0,0,1
Honda Element LX,52,1,1,1,0,1,0,0
Chevrolet Cruze LT w/1LT,36,1,1,1,0,0,1,1
Audi Q3 2.0T Premium,60,1,0,0,1,1,1,1
Toyota Tacoma Base,57,0,1,1,1,0,1,1
Audi Q5 2.0T Premium Plus,52,1,0,0,0,0,1,1
INFINITI QX80 4WD,57,0,0,0,0,1,0,1
Audi Q8 Premium,60,1,0,1,0,0,1,1
Lexus RC F Base,27,1,1,0,1,0,1,1
Kia Sorento EX,28,0,1,0,1,0,0,1
Jeep Grand Cherokee Laredo E,23,1,0,0,1,1,1,1
Chevrolet Silverado 1500 Custom Trail Boss,60,1,1,0,0,0,0,0
Mazda Mazda6 s Grand Touring,39,1,1,0,1,0,0,1
Land Rover Discovery HSE LUXURY,46,0,1,1,0,1,1,1
Subaru Ascent Limited 7-Passenger,56,1,1,0,0,1,0,0
Chevrolet Blazer 2LT,59,0,0,1,1,0,1,1
Toyota Tundra SR5,21,0,1,0,0,0,0,1
GMC Acadia SLT,29,1,1,1,1,0,1,0
Honda Accord EX-L,29,0,0,0,1,1,0,0
Nissan Sentra SV,27,1,0,1,0,1,0,1
Volkswagen Golf TSI S 2-Door,37,1,1,1,0,0,0,1
MINI Convertible Cooper,29,1,0,0,0,0,1,0
Mazda Mazda3 FWD w/Premium Package,27,0,0,0,1,0,1,0
Porsche Cayenne,56,0,1,0,1,0,1,1
Mercedes-Benz C-Class C 350 Sport,18,1,1,0,0,0,1,1
Jeep Wrangler Unlimited Sport,47,0,1,0,1,0,0,0
Jeep Renegade Latitude,40,0,0,0,0,1,1,0
Mercedes-Benz AMG C 63 S,48,1,1,1,0,0,1,0
Mitsubishi Mirage G4 LE,53,0,1,0,0,1,1,0
BMW M550 i xDrive,30,0,1,1,0,1,0,1
Hyundai Santa Fe SE,45,0,1,1,0,1,1,0
Porsche Macan Base,57,1,1,1,1,0,1,0
BMW M550 i Xdrive,21,0,1,1,0,1,0,0
Jeep Wrangler Sahara,20,1,1,1,0,0,0,0
Land Rover Defender 110 First Edition,29,0,0,0,0,0,0,1
Volkswagen Passat 2.0 TDI SEL Premium,42,1,1,1,0,0,0,1
Ford Escape SEL,56,0,1,1,0,1,1,1
Honda Accord Sport,18,1,0,0,0,1,1,1
Volvo S60 T6 Momentum,37,1,1,1,0,1,1,1
Lincoln MKX Base,26,0,1,1,0,0,0,0
Hyundai Santa Fe Sport 2.4L,54,1,1,0,0,1,0,1
Kia K5 GT-Line,56,0,0,0,1,0,1,1
Chevrolet Silverado 1500 2LT,28,1,0,1,1,1,0,1
Acura MDX Advance,50,1,0,0,0,0,1,1
RAM 1500 Big Horn,42,1,1,0,0,0,1,0
INFINITI QX80,37,0,0,1,1,0,0,0
Mercedes-Benz GLB 250 4MATIC,53,0,0,1,0,0,0,1
Chevrolet Tahoe Premier,58,1,0,0,1,0,1,0
INFINITI QX60 Pure,45,1,1,1,1,0,0,1
Genesis G90 5.0 Ultimate,38,1,1,0,1,0,1,1
Kia Forte LXS,28,0,1,1,1,1,0,1
Acura MDX A-Spec,37,0,0,0,0,0,1,0
Mercedes-Benz S-Class S 450 4MATIC,42,1,1,1,1,0,1,0
Volkswagen Atlas 2.0T SE,59,0,1,0,0,1,1,0
Land Rover Range Rover Velar P380 S,51,1,1,0,0,1,0,1
Jeep Grand Cherokee Trackhawk,47,0,1,0,1,0,1,1
Hyundai Tucson Ultimate,29,1,1,1,0,0,0,1
Mercedes-Benz S-Class S 63 AMG,37,0,0,1,1,0,1,0
Dodge Challenger R/T,49,1,0,1,0,0,0,1
Kia Optima EX,43,0,0,0,1,0,1,1
Volvo S90 T6 R-Design,58,0,0,1,1,0,0,0
Nissan Rogue SL,57,1,0,1,1,0,1,0
Chrysler Pacifica Limited,32,1,1,0,0,1,1,0
Nissan Maxima SV,42,1,1,0,1,1,1,0
Toyota Sienna L,45,1,0,0,1,1,1,0
Cadillac Escalade Premium Luxury,30,0,0,1,1,0,0,1
Porsche 911 Targa 4S,51,0,1,0,0,1,0,1
Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line,35,1,1,1,1,0,0,1
Audi A7 3.0T Prestige quattro,36,0,0,1,1,0,1,0
Toyota RAV4 LE,23,0,1,0,1,1,1,1
Nissan Titan PRO-4X,52,1,1,0,0,0,1,1
Toyota Sienna XLE,27,0,0,0,0,0,1,1
Cadillac CT6 Luxury,19,0,0,0,0,1,0,1
Chevrolet Traverse LS,38,1,0,1,1,1,1,0
Lexus IS 300 Base,37,0,0,1,1,1,1,1
Toyota C-HR XLE Premium,46,1,0,0,1,0,0,1
Chrysler Crossfire SRT-6,37,0,1,1,0,1,1,1
Honda Odyssey EX-L w/Navigation/RES,51,0,1,0,0,1,1,1
Mercedes-Benz SL-Class SL550 Roadster,39,1,1,0,1,1,1,1
Mercedes-Benz S-Class S 560,40,1,0,1,0,1,1,1
BMW 328d Base,21,0,1,1,1,1,0,0
Mazda Mazda6 i Touring,38,1,0,0,1,0,0,0
Mercedes-Benz M-Class ML 350 4MATIC,21,1,1,0,1,1,1,1
Audi Q5 3.0T Premium Plus,49,0,1,0,0,1,1,0
Scion iQ Base,33,1,1,1,0,1,1,0
Jaguar XJ XJL Portfolio,33,1,1,1,1,0,0,0
Nissan Maxima 3.5 SL,33,0,1,0,0,0,0,0
Volkswagen Tiguan 2.0T S,21,1,0,1,1,1,0,1
Dodge Journey SE/AVP,60,0,1,0,0,0,0,1
Ford Transit-250 Base,38,0,0,1,0,1,0,1
Subaru Crosstrek Limited,45,1,0,1,1,1,0,0
Ford Ranger XL,39,1,1,0,1,1,0,1
Mercedes-Benz E-Class E 350 4MATIC,46,0,1,1,1,1,0,0
BMW M6,32,1,1,0,1,1,1,1
Hyundai Elantra GT Base,42,1,1,0,1,1,0,0
Hyundai Kona SEL Plus,50,1,1,1,0,0,0,0
Acura TLX V6 Advance,55,0,1,1,1,0,1,0
Lamborghini Aventador LP700-4,51,0,1,0,0,0,1,0
Nissan Rogue S,22,0,1,1,0,0,0,0
Land Rover Range Rover Supercharged,41,0,1,0,0,0,0,1
Jeep Grand Cherokee Summit,58,1,0,1,1,1,1,0
Chevrolet Suburban Premier,49,1,0,0,1,1,1,1
Cadillac Escalade ESV Base,49,0,0,0,0,0,0,0
Hyundai Santa Fe Limited 2.4,23,1,0,1,0,1,0,1
Volkswagen Passat 2.0T SE,31,0,1,0,0,1,0,0
Cadillac DTS,57,0,0,0,0,1,0,0
Ford Edge SEL,26,0,1,1,0,1,1,1
Lexus ES 300 Base (A5),29,0,0,0,1,1,0,1
Land Rover Range Rover Velar P250 SE R-Dynamic,36,1,1,1,0,0,0,1
GMC Yukon XL 1500 Denali,59,0,1,0,1,0,0,0
Mazda CX-9 Touring,56,1,1,1,1,0,0,1
Subaru Crosstrek Premium,55,0,0,1,0,0,0,1
Volkswagen Tiguan SE,51,1,0,1,1,0,0,1
Porsche Macan GTS,46,0,1,0,0,0,0,1
Genesis GV80 2.5T,36,0,1,0,1,0,1,0
Nissan Kicks S,21,1,1,0,0,0,1,0
Tesla Model X P90D,53,1,1,1,1,0,1,0
BMW 430 Gran Coupe i,21,0,0,0,1,0,0,1
Hyundai Elantra SEL,21,0,0,0,1,0,1,1
Honda Civic EX,52,0,1,1,0,1,0,1
Acura ILX Premium Package,41,1,1,1,1,1,1,0
Toyota 4Runner Nightshade,56,1,0,0,0,0,1,0
Toyota Tundra W/ NAVIGATION&PLATINUM,18,0,0,0,1,0,0,1
Cadillac XT6 Premium Luxury FWD,47,1,0,0,1,0,1,0
Volvo XC90 3.2,27,1,0,1,0,1,0,1
Volkswagen Atlas 3.6L V6 SEL Premium,42,1,1,1,1,0,1,1
Jeep Patriot Latitude,45,1,0,1,1,1,0,1
Audi S5 3.0T Prestige,60,1,1,0,1,0,1,0
Mitsubishi Outlander Sport ES,60,1,1,0,0,0,1,0
Mazda Mazda3 Sport,40,1,0,0,0,0,0,0
Lincoln MKC Reserve,37,0,1,0,0,0,1,1
Audi A4 2.0T Premium Plus,56,0,0,0,0,1,0,0
Honda Accord EX,53,0,1,1,0,1,1,1
Chevrolet Impala LT,23,0,1,1,0,0,0,0
Hyundai Tucson Limited,35,0,0,0,1,1,1,0
BMW 335 i,39,0,1,0,1,1,1,0
INFINITI QX80 PREMIUM SELECT,34,1,0,0,1,0,1,0
Chevrolet Equinox LS,57,0,1,1,0,1,1,0
INFINITI QX60 Base,46,0,1,0,0,0,0,1
Kia Soul S,52,0,0,1,0,1,1,0
Chevrolet Corvette Z06,54,0,0,1,1,0,1,1
Mercedes-Benz SLK-Class SLK 250,29,1,1,0,0,1,0,1
Land Rover LR4 Base,43,0,1,1,0,0,1,0
MINI Countryman Cooper S ALL4,30,0,1,0,1,1,1,1
Lexus RX 450h 450H,46,1,1,1,1,0,1,1
Toyota RAV4 XLE Premium,50,0,1,1,0,1,0,0
Mitsubishi Outlander SE,58,1,0,1,1,1,1,0
Jaguar XK,43,0,1,0,0,0,1,1
Mercedes-Benz GLA 250 Base 4MATIC,44,1,0,1,1,1,0,0
Cadillac Escalade ESV Premium,51,0,0,1,1,0,0,0
Acura MDX 3.5L AcuraWatch Plus Package,40,1,1,1,1,1,1,1
Hyundai Kona EV Limited,19,0,0,0,1,0,1,0
Nissan Rogue SV,25,0,0,1,0,0,0,0
Mazda MX-5 Miata Club,27,1,1,0,0,0,1,0
RAM 1500 TRX,30,1,0,0,1,0,1,0
Mazda CX-5 Grand Touring Reserve,26,0,0,0,1,1,1,0
Porsche 911 Carrera S,40,0,0,1,1,0,0,0
GMC Acadia Denali,29,1,1,0,0,0,1,1
Audi Q3 2.0T Premium Plus,24,0,1,0,1,0,0,0
Subaru Outback Premium,20,0,1,1,1,1,1,1
BMW 750 i,55,1,0,0,1,1,1,0
Jeep Patriot Limited,26,0,1,1,1,0,0,0
GMC Sierra 1500 Elevation,56,0,1,0,0,1,0,0
Subaru WRX STI Base,48,0,1,1,0,1,1,0
Audi A4 2.0T Titanium Premium,39,0,1,1,0,0,0,1
Kia Stinger GT2,54,0,1,0,0,0,0,1
BMW 228 i xDrive,54,1,0,0,1,1,0,0
Volkswagen Atlas 3.6 V6 SEL Premium,23,1,0,0,0,0,1,1
Dodge Journey SE,26,1,0,0,0,1,0,0
GMC Sierra 1500 Limited SLE,29,0,0,0,1,0,1,0
Jeep Cherokee Limited,39,1,0,1,0,1,0,1
Lexus ES 300h Base,53,0,1,1,1,0,0,0
Chevrolet Camaro 2LS,18,1,1,1,0,0,0,1
Toyota RAV4 XLE,20,0,0,1,1,0,1,0
BMW X4 xDrive28i,58,1,0,1,0,0,1,0
Subaru Forester 2.5i Limited,51,0,0,1,0,0,1,0
Hyundai Kona Ultimate,49,0,1,1,0,1,0,0
Audi Q3 45 S line Premium,43,1,0,0,1,0,0,1
Lexus ES 350 Base,19,1,0,0,0,1,0,0
Chevrolet Suburban LT,31,1,0,0,0,0,1,1
Nissan Versa 1.6 S,55,1,1,1,0,1,1,0
Porsche 911 Carrera,53,1,0,0,0,1,0,0
Nissan Pathfinder Platinum,58,0,0,1,0,1,0,1
Dodge Durango SXT,52,0,0,1,1,1,1,1
Nissan Versa 1.6 SV,53,0,0,1,0,1,1,0
Audi A5 2.0T Premium,18,1,0,1,1,0,1,1
Chevrolet Traverse LT Leather,21,1,1,0,0,1,1,1
Dodge Journey SE Value,49,0,0,0,0,1,0,1
Jeep Compass High Altitude,60,0,0,1,1,1,0,0
Land Rover Range Rover 5.0L V8 Supercharged Autobiography,25,1,1,1,1,0,0,0
Subaru Outback 2.5i Touring,29,0,1,1,1,0,1,1
Toyota Highlander Limited Platinum,38,0,0,0,0,1,0,0
Dodge Challenger SXT,50,1,0,1,1,0,1,0
GMC Yukon AT4,33,1,1,0,1,0,0,1
Jeep Gladiator Rubicon,60,0,0,1,0,0,1,0
BMW M4 Base,50,1,0,1,1,1,1,1
Honda Accord Sport SE,58,1,1,1,0,0,1,1
Volvo XC60 T5 Inscription,56,1,1,0,1,0,1,0
Lexus RX 350 F SPORT Appearance,24,1,1,0,0,0,0,0
Mazda Mazda3 i Touring,45,0,0,1,1,0,1,1
Chevrolet Spark LS,58,0,1,0,0,0,0,0
Genesis GV70 3.5T Sport,28,0,0,0,0,0,1,0
Mercedes-Benz S-Class S 550,36,0,0,0,0,0,1,0
Chevrolet Suburban RST,58,0,1,0,0,0,1,1
Land Rover Range Rover SWB,32,0,1,0,0,1,0,0
Nissan Sentra S,53,1,0,1,1,1,0,1
Audi A8 L 55,18,0,0,0,1,0,1,0
Lexus NX 300 Base,52,0,1,1,0,0,0,0
Land Rover Discovery Landmark Edition,20,0,1,1,1,0,1,1
Hyundai Sonata Hybrid SE,46,1,0,1,0,0,0,1
Chrysler 200 S,26,1,1,0,1,0,1,1
Volvo XC90 T5 Momentum,37,1,0,0,0,1,0,1
Volkswagen Passat 2.0L TDI DSG SEL Premium,58,1,1,0,1,1,0,0
Jeep Grand Cherokee Limited,29,1,0,0,1,0,1,0
Acura TLX V6 Tech,56,0,1,0,0,1,0,1
Hyundai Sonata SE,49,0,1,0,1,1,1,0
Land Rover Range Rover Velar P340 SE R-Dynamic,55,0,0,0,1,0,1,1
GMC Acadia SLT-1,54,0,0,1,0,1,0,0
Mazda CX-30 Premium Package,47,0,0,1,0,1,1,1
Land Rover Defender 110 SE,34,1,0,0,1,0,0,0
Mercedes-Benz SL-Class SL 550,54,0,1,0,1,0,0,0
Lincoln MKC Select,42,0,0,1,1,0,1,0
RAM 1500 Longhorn,53,0,0,0,0,1,1,0
Lexus RX 450hL Base,31,0,1,0,0,1,1,1
Bentley Continental GT Speed,56,1,1,1,1,1,1,0
BMW X1 xDrive28i,60,0,0,1,1,0,0,1
Volvo XC60 T6 Inscription,18,1,1,1,0,0,0,1
Audi Q7 2.0T Premium,35,0,0,0,1,1,0,1
